i, char value, unsigned char, short, unsigned short
1257,-23,233,1257,1257
1258,-22,234,1258,1258
1259,-21,235,1259,1259
1260,-20,236,1260,1260
1261,-19,237,1261,1261
1262,-18,238,1262,1262
1263,-17,239,1263,1263
1264,-16,240,1264,1264
1265,-15,241,1265,1265
1266,-14,242,1266,1266
1267,-13,243,1267,1267
1268,-12,244,1268,1268
1269,-11,245,1269,1269
1270,-10,246,1270,1270
1271,-9,247,1271,1271
1272,-8,248,1272,1272
1273,-7,249,1273,1273
1274,-6,250,1274,1274
1275,-5,251,1275,1275
1276,-4,252,1276,1276
1277,-3,253,1277,1277
1278,-2,254,1278,1278
1279,-1,255,1279,1279
1280,0,0,1280,1280
1281,1,1,1281,1281
1282,2,2,1282,1282
1283,3,3,1283,1283
1284,4,4,1284,1284
1285,5,5,1285,1285
1286,6,6,1286,1286
1287,7,7,1287,1287
1288,8,8,1288,1288
1289,9,9,1289,1289
1290,10,10,1290,1290
1291,11,11,1291,1291
1292,12,12,1292,1292
1293,13,13,1293,1293
1294,14,14,1294,1294
1295,15,15,1295,1295
1296,16,16,1296,1296
1297,17,17,1297,1297
1298,18,18,1298,1298
1299,19,19,1299,1299
1300,20,20,1300,1300
1301,21,21,1301,1301
1302,22,22,1302,1302
1303,23,23,1303,1303
1304,24,24,1304,1304
1305,25,25,1305,1305
1306,26,26,1306,1306
1307,27,27,1307,1307
1308,28,28,1308,1308
1309,29,29,1309,1309
1310,30,30,1310,1310
1311,31,31,1311,1311
1312,32,32,1312,1312
1313,33,33,1313,1313
1314,34,34,1314,1314
1315,35,35,1315,1315
1316,36,36,1316,1316
1317,37,37,1317,1317
1318,38,38,1318,1318
1319,39,39,1319,1319
1320,40,40,1320,1320
1321,41,41,1321,1321
1322,42,42,1322,1322
1323,43,43,1323,1323
1324,44,44,1324,1324
1325,45,45,1325,1325
1326,46,46,1326,1326
1327,47,47,1327,1327
1328,48,48,1328,1328
1329,49,49,1329,1329
1330,50,50,1330,1330
1331,51,51,1331,1331
1332,52,52,1332,1332
1333,53,53,1333,1333
1334,54,54,1334,1334
1335,55,55,1335,1335
1336,56,56,1336,1336
1337,57,57,1337,1337
1338,58,58,1338,1338
1339,59,59,1339,1339
1340,60,60,1340,1340
1341,61,61,1341,1341
1342,62,62,1342,1342
1343,63,63,1343,1343
1344,64,64,1344,1344
1345,65,65,1345,1345
1346,66,66,1346,1346
1347,67,67,1347,1347
1348,68,68,1348,1348
1349,69,69,1349,1349
1350,70,70,1350,1350
1351,71,71,1351,1351
1352,72,72,1352,1352
1353,73,73,1353,1353
1354,74,74,1354,1354
1355,75,75,1355,1355
1356,76,76,1356,1356
1357,77,77,1357,1357
1358,78,78,1358,1358
1359,79,79,1359,1359
1360,80,80,1360,1360
1361,81,81,1361,1361
1362,82,82,1362,1362
1363,83,83,1363,1363
1364,84,84,1364,1364
1365,85,85,1365,1365
1366,86,86,1366,1366
1367,87,87,1367,1367
1368,88,88,1368,1368
1369,89,89,1369,1369
1370,90,90,1370,1370
1371,91,91,1371,1371
1372,92,92,1372,1372
1373,93,93,1373,1373
1374,94,94,1374,1374
1375,95,95,1375,1375
1376,96,96,1376,1376
1377,97,97,1377,1377
1378,98,98,1378,1378
1379,99,99,1379,1379
1380,100,100,1380,1380
1381,101,101,1381,1381
1382,102,102,1382,1382
1383,103,103,1383,1383
1384,104,104,1384,1384
1385,105,105,1385,1385
1386,106,106,1386,1386
1387,107,107,1387,1387
1388,108,108,1388,1388
1389,109,109,1389,1389
1390,110,110,1390,1390
1391,111,111,1391,1391
1392,112,112,1392,1392
1393,113,113,1393,1393
1394,114,114,1394,1394
1395,115,115,1395,1395
1396,116,116,1396,1396
1397,117,117,1397,1397
1398,118,118,1398,1398
1399,119,119,1399,1399
1400,120,120,1400,1400
1401,121,121,1401,1401
1402,122,122,1402,1402
1403,123,123,1403,1403
1404,124,124,1404,1404
1405,125,125,1405,1405
1406,126,126,1406,1406
1407,127,127,1407,1407
1408,-128,128,1408,1408
1409,-127,129,1409,1409
1410,-126,130,1410,1410
1411,-125,131,1411,1411
1412,-124,132,1412,1412
1413,-123,133,1413,1413
1414,-122,134,1414,1414
1415,-121,135,1415,1415
1416,-120,136,1416,1416
1417,-119,137,1417,1417
1418,-118,138,1418,1418
1419,-117,139,1419,1419
1420,-116,140,1420,1420
1421,-115,141,1421,1421
1422,-114,142,1422,1422
1423,-113,143,1423,1423
1424,-112,144,1424,1424
1425,-111,145,1425,1425
1426,-110,146,1426,1426
1427,-109,147,1427,1427
1428,-108,148,1428,1428
1429,-107,149,1429,1429
1430,-106,150,1430,1430
1431,-105,151,1431,1431
1432,-104,152,1432,1432
1433,-103,153,1433,1433
1434,-102,154,1434,1434
1435,-101,155,1435,1435
1436,-100,156,1436,1436
1437,-99,157,1437,1437
1438,-98,158,1438,1438
1439,-97,159,1439,1439
1440,-96,160,1440,1440
1441,-95,161,1441,1441
1442,-94,162,1442,1442
1443,-93,163,1443,1443
1444,-92,164,1444,1444
1445,-91,165,1445,1445
1446,-90,166,1446,1446
1447,-89,167,1447,1447
1448,-88,168,1448,1448
1449,-87,169,1449,1449
1450,-86,170,1450,1450
1451,-85,171,1451,1451
1452,-84,172,1452,1452
1453,-83,173,1453,1453
1454,-82,174,1454,1454
1455,-81,175,1455,1455
1456,-80,176,1456,1456
1457,-79,177,1457,1457
1458,-78,178,1458,1458
1459,-77,179,1459,1459
1460,-76,180,1460,1460
1461,-75,181,1461,1461
1462,-74,182,1462,1462
1463,-73,183,1463,1463
1464,-72,184,1464,1464
1465,-71,185,1465,1465
1466,-70,186,1466,1466
1467,-69,187,1467,1467
1468,-68,188,1468,1468
1469,-67,189,1469,1469
1470,-66,190,1470,1470
1471,-65,191,1471,1471
1472,-64,192,1472,1472
1473,-63,193,1473,1473
1474,-62,194,1474,1474
1475,-61,195,1475,1475
1476,-60,196,1476,1476
1477,-59,197,1477,1477
1478,-58,198,1478,1478
1479,-57,199,1479,1479
1480,-56,200,1480,1480
1481,-55,201,1481,1481
1482,-54,202,1482,1482
1483,-53,203,1483,1483
1484,-52,204,1484,1484
1485,-51,205,1485,1485
1486,-50,206,1486,1486
1487,-49,207,1487,1487
1488,-48,208,1488,1488
1489,-47,209,1489,1489
1490,-46,210,1490,1490
1491,-45,211,1491,1491
1492,-44,212,1492,1492
1493,-43,213,1493,1493
1494,-42,214,1494,1494
1495,-41,215,1495,1495
1496,-40,216,1496,1496
1497,-39,217,1497,1497
1498,-38,218,1498,1498
1499,-37,219,1499,1499
1500,-36,220,1500,1500
1501,-35,221,1501,1501
1502,-34,222,1502,1502
1503,-33,223,1503,1503
1504,-32,224,1504,1504
1505,-31,225,1505,1505
1506,-30,226,1506,1506
1507,-29,227,1507,1507
1508,-28,228,1508,1508
1509,-27,229,1509,1509
1510,-26,230,1510,1510
1511,-25,231,1511,1511
1512,-24,232,1512,1512
1513,-23,233,1513,1513
1514,-22,234,1514,1514
1515,-21,235,1515,1515
1516,-20,236,1516,1516
1517,-19,237,1517,1517
1518,-18,238,1518,1518
1519,-17,239,1519,1519
1520,-16,240,1520,1520
1521,-15,241,1521,1521
1522,-14,242,1522,1522
1523,-13,243,1523,1523
1524,-12,244,1524,1524
1525,-11,245,1525,1525
1526,-10,246,1526,1526
1527,-9,247,1527,1527
1528,-8,248,1528,1528
1529,-7,249,1529,1529
1530,-6,250,1530,1530
1531,-5,251,1531,1531
1532,-4,252,1532,1532
1533,-3,253,1533,1533
1534,-2,254,1534,1534
1535,-1,255,1535,1535
1536,0,0,1536,1536
1537,1,1,1537,1537
1538,2,2,1538,1538
1539,3,3,1539,1539
1540,4,4,1540,1540
1541,5,5,1541,1541
1542,6,6,1542,1542
1543,7,7,1543,1543
1544,8,8,1544,1544
1545,9,9,1545,1545
1546,10,10,1546,1546
1547,11,11,1547,1547
1548,12,12,1548,1548
1549,13,13,1549,1549
1550,14,14,1550,1550
1551,15,15,1551,1551
1552,16,16,1552,1552
1553,17,17,1553,1553
1554,18,18,1554,1554
1555,19,19,1555,1555
1556,20,20,1556,1556
1557,21,21,1557,1557
1558,22,22,1558,1558
1559,23,23,1559,1559
1560,24,24,1560,1560
1561,25,25,1561,1561
1562,26,26,1562,1562
1563,27,27,1563,1563
1564,28,28,1564,1564
1565,29,29,1565,1565
1566,30,30,1566,1566
1567,31,31,1567,1567
1568,32,32,1568,1568
1569,33,33,1569,1569
1570,34,34,1570,1570
1571,35,35,1571,1571
1572,36,36,1572,1572
1573,37,37,1573,1573
1574,38,38,1574,1574
1575,39,39,1575,1575
1576,40,40,1576,1576
1577,41,41,1577,1577
1578,42,42,1578,1578
1579,43,43,1579,1579
1580,44,44,1580,1580
1581,45,45,1581,1581
1582,46,46,1582,1582
1583,47,47,1583,1583
1584,48,48,1584,1584
1585,49,49,1585,1585
1586,50,50,1586,1586
1587,51,51,1587,1587
1588,52,52,1588,1588
1589,53,53,1589,1589
1590,54,54,1590,1590
1591,55,55,1591,1591
1592,56,56,1592,1592
1593,57,57,1593,1593
1594,58,58,1594,1594
1595,59,59,1595,1595
1596,60,60,1596,1596
1597,61,61,1597,1597
1598,62,62,1598,1598
1599,63,63,1599,1599
1600,64,64,1600,1600
1601,65,65,1601,1601
1602,66,66,1602,1602
1603,67,67,1603,1603
1604,68,68,1604,1604
1605,69,69,1605,1605
1606,70,70,1606,1606
1607,71,71,1607,1607
1608,72,72,1608,1608
1609,73,73,1609,1609
1610,74,74,1610,1610
1611,75,75,1611,1611
1612,76,76,1612,1612
1613,77,77,1613,1613
1614,78,78,1614,1614
1615,79,79,1615,1615
1616,80,80,1616,1616
1617,81,81,1617,1617
1618,82,82,1618,1618
1619,83,83,1619,1619
1620,84,84,1620,1620
1621,85,85,1621,1621
1622,86,86,1622,1622
1623,87,87,1623,1623
1624,88,88,1624,1624
1625,89,89,1625,1625
1626,90,90,1626,1626
1627,91,91,1627,1627
1628,92,92,1628,1628
1629,93,93,1629,1629
1630,94,94,1630,1630
1631,95,95,1631,1631
1632,96,96,1632,1632
1633,97,97,1633,1633
1634,98,98,1634,1634
1635,99,99,1635,1635
1636,100,100,1636,1636
1637,101,101,1637,1637
1638,102,102,1638,1638
1639,103,103,1639,1639
1640,104,104,1640,1640
1641,105,105,1641,1641
1642,106,106,1642,1642
1643,107,107,1643,1643
1644,108,108,1644,1644
1645,109,109,1645,1645
1646,110,110,1646,1646
1647,111,111,1647,1647
1648,112,112,1648,1648
1649,113,113,1649,1649
1650,114,114,1650,1650
1651,115,115,1651,1651
1652,116,116,1652,1652
1653,117,117,1653,1653
1654,118,118,1654,1654
1655,119,119,1655,1655
1656,120,120,1656,1656
1657,121,121,1657,1657
1658,122,122,1658,1658
1659,123,123,1659,1659
1660,124,124,1660,1660
1661,125,125,1661,1661
1662,126,126,1662,1662
1663,127,127,1663,1663
1664,-128,128,1664,1664
1665,-127,129,1665,1665
1666,-126,130,1666,1666
1667,-125,131,1667,1667
1668,-124,132,1668,1668
1669,-123,133,1669,1669
1670,-122,134,1670,1670
1671,-121,135,1671,1671
1672,-120,136,1672,1672
1673,-119,137,1673,1673
1674,-118,138,1674,1674
1675,-117,139,1675,1675
1676,-116,140,1676,1676
1677,-115,141,1677,1677
1678,-114,142,1678,1678
1679,-113,143,1679,1679
1680,-112,144,1680,1680
1681,-111,145,1681,1681
1682,-110,146,1682,1682
1683,-109,147,1683,1683
1684,-108,148,1684,1684
1685,-107,149,1685,1685
1686,-106,150,1686,1686
1687,-105,151,1687,1687
1688,-104,152,1688,1688
1689,-103,153,1689,1689
1690,-102,154,1690,1690
1691,-101,155,1691,1691
1692,-100,156,1692,1692
1693,-99,157,1693,1693
1694,-98,158,1694,1694
1695,-97,159,1695,1695
1696,-96,160,1696,1696
1697,-95,161,1697,1697
1698,-94,162,1698,1698
1699,-93,163,1699,1699
1700,-92,164,1700,1700
1701,-91,165,1701,1701
1702,-90,166,1702,1702
1703,-89,167,1703,1703
1704,-88,168,1704,1704
1705,-87,169,1705,1705
1706,-86,170,1706,1706
1707,-85,171,1707,1707
1708,-84,172,1708,1708
1709,-83,173,1709,1709
1710,-82,174,1710,1710
1711,-81,175,1711,1711
1712,-80,176,1712,1712
1713,-79,177,1713,1713
1714,-78,178,1714,1714
1715,-77,179,1715,1715
1716,-76,180,1716,1716
1717,-75,181,1717,1717
1718,-74,182,1718,1718
1719,-73,183,1719,1719
1720,-72,184,1720,1720
1721,-71,185,1721,1721
1722,-70,186,1722,1722
1723,-69,187,1723,1723
1724,-68,188,1724,1724
1725,-67,189,1725,1725
1726,-66,190,1726,1726
1727,-65,191,1727,1727
1728,-64,192,1728,1728
1729,-63,193,1729,1729
1730,-62,194,1730,1730
1731,-61,195,1731,1731
1732,-60,196,1732,1732
1733,-59,197,1733,1733
1734,-58,198,1734,1734
1735,-57,199,1735,1735
1736,-56,200,1736,1736
1737,-55,201,1737,1737
1738,-54,202,1738,1738
1739,-53,203,1739,1739
1740,-52,204,1740,1740
1741,-51,205,1741,1741
1742,-50,206,1742,1742
1743,-49,207,1743,1743
1744,-48,208,1744,1744
1745,-47,209,1745,1745
1746,-46,210,1746,1746
1747,-45,211,1747,1747
1748,-44,212,1748,1748
1749,-43,213,1749,1749
1750,-42,214,1750,1750
1751,-41,215,1751,1751
1752,-40,216,1752,1752
1753,-39,217,1753,1753
1754,-38,218,1754,1754
1755,-37,219,1755,1755
1756,-36,220,1756,1756
1757,-35,221,1757,1757
1758,-34,222,1758,1758
1759,-33,223,1759,1759
1760,-32,224,1760,1760
1761,-31,225,1761,1761
1762,-30,226,1762,1762
1763,-29,227,1763,1763
1764,-28,228,1764,1764
1765,-27,229,1765,1765
1766,-26,230,1766,1766
1767,-25,231,1767,1767
1768,-24,232,1768,1768
1769,-23,233,1769,1769
1770,-22,234,1770,1770
1771,-21,235,1771,1771
1772,-20,236,1772,1772
1773,-19,237,1773,1773
1774,-18,238,1774,1774
1775,-17,239,1775,1775
1776,-16,240,1776,1776
1777,-15,241,1777,1777
1778,-14,242,1778,1778
1779,-13,243,1779,1779
1780,-12,244,1780,1780
1781,-11,245,1781,1781
1782,-10,246,1782,1782
1783,-9,247,1783,1783
1784,-8,248,1784,1784
1785,-7,249,1785,1785
1786,-6,250,1786,1786
1787,-5,251,1787,1787
1788,-4,252,1788,1788
1789,-3,253,1789,1789
1790,-2,254,1790,1790
1791,-1,255,1791,1791
1792,0,0,1792,1792
1793,1,1,1793,1793
1794,2,2,1794,1794
1795,3,3,1795,1795
1796,4,4,1796,1796
1797,5,5,1797,1797
1798,6,6,1798,1798
1799,7,7,1799,1799
1800,8,8,1800,1800
1801,9,9,1801,1801
1802,10,10,1802,1802
1803,11,11,1803,1803
1804,12,12,1804,1804
1805,13,13,1805,1805
1806,14,14,1806,1806
1807,15,15,1807,1807
1808,16,16,1808,1808
1809,17,17,1809,1809
1810,18,18,1810,1810
1811,19,19,1811,1811
1812,20,20,1812,1812
1813,21,21,1813,1813
1814,22,22,1814,1814
1815,23,23,1815,1815
1816,24,24,1816,1816
1817,25,25,1817,1817
1818,26,26,1818,1818
1819,27,27,1819,1819
1820,28,28,1820,1820
1821,29,29,1821,1821
1822,30,30,1822,1822
1823,31,31,1823,1823
1824,32,32,1824,1824
1825,33,33,1825,1825
1826,34,34,1826,1826
1827,35,35,1827,1827
1828,36,36,1828,1828
1829,37,37,1829,1829
1830,38,38,1830,1830
1831,39,39,1831,1831
1832,40,40,1832,1832
1833,41,41,1833,1833
1834,42,42,1834,1834
1835,43,43,1835,1835
1836,44,44,1836,1836
1837,45,45,1837,1837
1838,46,46,1838,1838
1839,47,47,1839,1839
1840,48,48,1840,1840
1841,49,49,1841,1841
1842,50,50,1842,1842
1843,51,51,1843,1843
1844,52,52,1844,1844
1845,53,53,1845,1845
1846,54,54,1846,1846
1847,55,55,1847,1847
1848,56,56,1848,1848
1849,57,57,1849,1849
1850,58,58,1850,1850
1851,59,59,1851,1851
1852,60,60,1852,1852
1853,61,61,1853,1853
1854,62,62,1854,1854
1855,63,63,1855,1855
1856,64,64,1856,1856
1857,65,65,1857,1857
1858,66,66,1858,1858
1859,67,67,1859,1859
1860,68,68,1860,1860
1861,69,69,1861,1861
1862,70,70,1862,1862
1863,71,71,1863,1863
1864,72,72,1864,1864
1865,73,73,1865,1865
1866,74,74,1866,1866
1867,75,75,1867,1867
1868,76,76,1868,1868
1869,77,77,1869,1869
1870,78,78,1870,1870
1871,79,79,1871,1871
1872,80,80,1872,1872
1873,81,81,1873,1873
1874,82,82,1874,1874
1875,83,83,1875,1875
1876,84,84,1876,1876
1877,85,85,1877,1877
1878,86,86,1878,1878
1879,87,87,1879,1879
1880,88,88,1880,1880
1881,89,89,1881,1881
1882,90,90,1882,1882
1883,91,91,1883,1883
1884,92,92,1884,1884
1885,93,93,1885,1885
1886,94,94,1886,1886
1887,95,95,1887,1887
1888,96,96,1888,1888
1889,97,97,1889,1889
1890,98,98,1890,1890
1891,99,99,1891,1891
1892,100,100,1892,1892
1893,101,101,1893,1893
1894,102,102,1894,1894
1895,103,103,1895,1895
1896,104,104,1896,1896
1897,105,105,1897,1897
1898,106,106,1898,1898
1899,107,107,1899,1899
1900,108,108,1900,1900
1901,109,109,1901,1901
1902,110,110,1902,1902
1903,111,111,1903,1903
1904,112,112,1904,1904
1905,113,113,1905,1905
1906,114,114,1906,1906
1907,115,115,1907,1907
1908,116,116,1908,1908
1909,117,117,1909,1909
1910,118,118,1910,1910
1911,119,119,1911,1911
1912,120,120,1912,1912
1913,121,121,1913,1913
1914,122,122,1914,1914
1915,123,123,1915,1915
1916,124,124,1916,1916
1917,125,125,1917,1917
1918,126,126,1918,1918
1919,127,127,1919,1919
1920,-128,128,1920,1920
1921,-127,129,1921,1921
1922,-126,130,1922,1922
1923,-125,131,1923,1923
1924,-124,132,1924,1924
1925,-123,133,1925,1925
1926,-122,134,1926,1926
1927,-121,135,1927,1927
1928,-120,136,1928,1928
1929,-119,137,1929,1929
1930,-118,138,1930,1930
1931,-117,139,1931,1931
1932,-116,140,1932,1932
1933,-115,141,1933,1933
1934,-114,142,1934,1934
1935,-113,143,1935,1935
1936,-112,144,1936,1936
1937,-111,145,1937,1937
1938,-110,146,1938,1938
1939,-109,147,1939,1939
1940,-108,148,1940,1940
1941,-107,149,1941,1941
1942,-106,150,1942,1942
1943,-105,151,1943,1943
1944,-104,152,1944,1944
1945,-103,153,1945,1945
1946,-102,154,1946,1946
1947,-101,155,1947,1947
1948,-100,156,1948,1948
1949,-99,157,1949,1949
1950,-98,158,1950,1950
1951,-97,159,1951,1951
1952,-96,160,1952,1952
1953,-95,161,1953,1953
1954,-94,162,1954,1954
1955,-93,163,1955,1955
1956,-92,164,1956,1956
1957,-91,165,1957,1957
1958,-90,166,1958,1958
1959,-89,167,1959,1959
1960,-88,168,1960,1960
1961,-87,169,1961,1961
1962,-86,170,1962,1962
1963,-85,171,1963,1963
1964,-84,172,1964,1964
1965,-83,173,1965,1965
1966,-82,174,1966,1966
1967,-81,175,1967,1967
1968,-80,176,1968,1968
1969,-79,177,1969,1969
1970,-78,178,1970,1970
1971,-77,179,1971,1971
1972,-76,180,1972,1972
1973,-75,181,1973,1973
1974,-74,182,1974,1974
1975,-73,183,1975,1975
1976,-72,184,1976,1976
1977,-71,185,1977,1977
1978,-70,186,1978,1978
1979,-69,187,1979,1979
1980,-68,188,1980,1980
1981,-67,189,1981,1981
1982,-66,190,1982,1982
1983,-65,191,1983,1983
1984,-64,192,1984,1984
1985,-63,193,1985,1985
1986,-62,194,1986,1986
1987,-61,195,1987,1987
1988,-60,196,1988,1988
1989,-59,197,1989,1989
1990,-58,198,1990,1990
1991,-57,199,1991,1991
1992,-56,200,1992,1992
1993,-55,201,1993,1993
1994,-54,202,1994,1994
1995,-53,203,1995,1995
1996,-52,204,1996,1996
1997,-51,205,1997,1997
1998,-50,206,1998,1998
1999,-49,207,1999,1999
2000,-48,208,2000,2000
2001,-47,209,2001,2001
2002,-46,210,2002,2002
2003,-45,211,2003,2003
2004,-44,212,2004,2004
2005,-43,213,2005,2005
2006,-42,214,2006,2006
2007,-41,215,2007,2007
2008,-40,216,2008,2008
2009,-39,217,2009,2009
2010,-38,218,2010,2010
2011,-37,219,2011,2011
2012,-36,220,2012,2012
2013,-35,221,2013,2013
2014,-34,222,2014,2014
2015,-33,223,2015,2015
2016,-32,224,2016,2016
2017,-31,225,2017,2017
2018,-30,226,2018,2018
2019,-29,227,2019,2019
2020,-28,228,2020,2020
2021,-27,229,2021,2021
2022,-26,230,2022,2022
2023,-25,231,2023,2023
2024,-24,232,2024,2024
2025,-23,233,2025,2025
2026,-22,234,2026,2026
2027,-21,235,2027,2027
2028,-20,236,2028,2028
2029,-19,237,2029,2029
2030,-18,238,2030,2030
2031,-17,239,2031,2031
2032,-16,240,2032,2032
2033,-15,241,2033,2033
2034,-14,242,2034,2034
2035,-13,243,2035,2035
2036,-12,244,2036,2036
2037,-11,245,2037,2037
2038,-10,246,2038,2038
2039,-9,247,2039,2039
2040,-8,248,2040,2040
2041,-7,249,2041,2041
2042,-6,250,2042,2042
2043,-5,251,2043,2043
2044,-4,252,2044,2044
2045,-3,253,2045,2045
2046,-2,254,2046,2046
2047,-1,255,2047,2047
2048,0,0,2048,2048
2049,1,1,2049,2049
2050,2,2,2050,2050
2051,3,3,2051,2051
2052,4,4,2052,2052
2053,5,5,2053,2053
2054,6,6,2054,2054
2055,7,7,2055,2055
2056,8,8,2056,2056
2057,9,9,2057,2057
2058,10,10,2058,2058
2059,11,11,2059,2059
2060,12,12,2060,2060
2061,13,13,2061,2061
2062,14,14,2062,2062
2063,15,15,2063,2063
2064,16,16,2064,2064
2065,17,17,2065,2065
2066,18,18,2066,2066
2067,19,19,2067,2067
2068,20,20,2068,2068
2069,21,21,2069,2069
2070,22,22,2070,2070
2071,23,23,2071,2071
2072,24,24,2072,2072
2073,25,25,2073,2073
2074,26,26,2074,2074
2075,27,27,2075,2075
2076,28,28,2076,2076
2077,29,29,2077,2077
2078,30,30,2078,2078
2079,31,31,2079,2079
2080,32,32,2080,2080
2081,33,33,2081,2081
2082,34,34,2082,2082
2083,35,35,2083,2083
2084,36,36,2084,2084
2085,37,37,2085,2085
2086,38,38,2086,2086
2087,39,39,2087,2087
2088,40,40,2088,2088
2089,41,41,2089,2089
2090,42,42,2090,2090
2091,43,43,2091,2091
2092,44,44,2092,2092
2093,45,45,2093,2093
2094,46,46,2094,2094
2095,47,47,2095,2095
2096,48,48,2096,2096
2097,49,49,2097,2097
2098,50,50,2098,2098
2099,51,51,2099,2099
2100,52,52,2100,2100
2101,53,53,2101,2101
2102,54,54,2102,2102
2103,55,55,2103,2103
2104,56,56,2104,2104
2105,57,57,2105,2105
2106,58,58,2106,2106
2107,59,59,2107,2107
2108,60,60,2108,2108
2109,61,61,2109,2109
2110,62,62,2110,2110
2111,63,63,2111,2111
2112,64,64,2112,2112
2113,65,65,2113,2113
2114,66,66,2114,2114
2115,67,67,2115,2115
2116,68,68,2116,2116
2117,69,69,2117,2117
2118,70,70,2118,2118
2119,71,71,2119,2119
2120,72,72,2120,2120
2121,73,73,2121,2121
2122,74,74,2122,2122
2123,75,75,2123,2123
2124,76,76,2124,2124
2125,77,77,2125,2125
2126,78,78,2126,2126
2127,79,79,2127,2127
2128,80,80,2128,2128
2129,81,81,2129,2129
2130,82,82,2130,2130
2131,83,83,2131,2131
2132,84,84,2132,2132
2133,85,85,2133,2133
2134,86,86,2134,2134
2135,87,87,2135,2135
2136,88,88,2136,2136
2137,89,89,2137,2137
2138,90,90,2138,2138
2139,91,91,2139,2139
2140,92,92,2140,2140
2141,93,93,2141,2141
2142,94,94,2142,2142
2143,95,95,2143,2143
2144,96,96,2144,2144
2145,97,97,2145,2145
2146,98,98,2146,2146
2147,99,99,2147,2147
2148,100,100,2148,2148
2149,101,101,2149,2149
2150,102,102,2150,2150
2151,103,103,2151,2151
2152,104,104,2152,2152
2153,105,105,2153,2153
2154,106,106,2154,2154
2155,107,107,2155,2155
2156,108,108,2156,2156
2157,109,109,2157,2157
2158,110,110,2158,2158
2159,111,111,2159,2159
2160,112,112,2160,2160
2161,113,113,2161,2161
2162,114,114,2162,2162
2163,115,115,2163,2163
2164,116,116,2164,2164
2165,117,117,2165,2165
2166,118,118,2166,2166
2167,119,119,2167,2167
2168,120,120,2168,2168
2169,121,121,2169,2169
2170,122,122,2170,2170
2171,123,123,2171,2171
2172,124,124,2172,2172
2173,125,125,2173,2173
2174,126,126,2174,2174
2175,127,127,2175,2175
2176,-128,128,2176,2176
2177,-127,129,2177,2177
2178,-126,130,2178,2178
